health_score,failure_probability,rul_days,repair_cost,failure_cost,potential_savings,priority
88,16,70,4350,84572,80222,Low
69,31,60,4151,80880,76729,Medium
39,26,104,13244,62600,49356,High
60,79,52,24887,67907,43020,High
65,91,7,18269,58347,40078,Immediate
0,81,76,16044,36972,20928,Immediate
71,19,99,21985,95202,73217,Low
32,88,83,16794,99257,82463,Immediate
15,47,89,6039,84957,78918,Immediate
27,72,82,5710,34586,28876,Immediate
95,87,75,3243,41527,38284,Immediate
25,10,20,4835,18692,13857,Immediate
33,99,4,14988,30965,15977,Immediate
12,89,41,10118,72782,62664,Immediate
86,21,10,12265,105820,93555,High
15,95,11,6942,92176,85234,Immediate
67,86,67,13003,88731,75728,Immediate
32,9,108,14714,64960,50246,High
31,44,59,9430,39354,29924,High
87,87,52,8893,71848,62955,Immediate
0,45,108,21249,42414,21165,Immediate
78,77,63,5903,86621,80718,High
73,89,1,22475,41719,19244,Immediate
33,65,66,16953,64638,47685,High
88,17,109,21128,65183,44055,Low
41,28,51,21258,63121,41863,High
100,23,82,13889,103392,89503,Low
49,40,106,10483,106823,96340,High
78,22,95,8725,39992,31267,Low
38,2,3,14166,27500,13334,Immediate
0,55,27,15869,113376,97507,Immediate
38,2,59,9401,52932,43531,High
46,95,20,6555,90565,84010,Immediate
83,18,55,3318,102960,99642,Low
83,4,119,15179,69926,54747,Low
60,61,74,20908,65402,44494,High
21,37,92,9795,26553,16758,Immediate
73,60,99,15523,107671,92148,Medium
16,90,52,18415,54299,35884,Immediate
89,72,51,3921,43841,39920,High
95,74,29,17522,49801,32279,High
24,83,21,6363,83076,76713,Immediate
35,88,23,6045,57480,51435,Immediate
40,74,93,3467,31602,28135,High
46,40,13,11129,89922,78793,High
90,65,33,3026,44051,41025,High
58,99,91,20997,91875,70878,Immediate
26,58,56,18353,110139,91786,Immediate
71,84,34,22760,50899,28139,High
87,16,116,17661,31666,14005,Low
82,0,38,21969,104869,82900,Medium
67,24,109,13736,54477,40741,Medium
47,12,87,22040,97073,75033,High
17,54,27,9711,47919,38208,Immediate
25,1,74,21725,112751,91026,Immediate
73,91,83,5430,75612,70182,Immediate
27,90,32,9373,26744,17371,Immediate
19,5,3,14266,88082,73816,Immediate
32,35,64,19665,90256,70591,High
73,43,11,9098,105566,96468,High
23,98,92,13589,65079,51490,Immediate
69,55,49,23086,82736,59650,Medium
56,94,108,17589,54357,36768,Immediate
14,69,62,9282,95435,86153,Immediate
12,80,28,15016,105353,90337,Immediate
27,47,55,10183,58874,48691,Immediate
39,19,103,17938,107017,89079,High
96,1,77,6329,67267,60938,Low
100,68,70,3561,17832,14271,High
23,80,9,3244,41013,37769,Immediate
39,39,2,15165,51423,36258,Immediate
96,18,33,15791,112555,96764,Medium
60,29,103,10820,107733,96913,Medium
2,5,28,4356,48487,44131,Immediate
31,59,31,10432,104325,93893,High
94,78,68,7336,69284,61948,High
58,30,93,16002,41038,25036,Medium
95,39,3,18025,51705,33680,Immediate
7,61,64,19808,40858,21050,Immediate
96,89,2,14579,107699,93120,Immediate
92,14,94,11625,60026,48401,Low
84,28,29,7466,59544,52078,Medium
60,96,66,14307,59382,45075,Immediate
38,59,49,9404,48013,38609,High
44,59,8,13033,68636,55603,High
69,40,10,3803,73006,69203,High
13,75,111,3500,59377,55877,Immediate
12,47,45,19008,49030,30022,Immediate
49,19,108,13496,52372,38876,High
85,76,64,13018,36453,23435,High
64,52,97,10356,53896,43540,Medium
93,68,107,4624,88283,83659,High
89,18,76,7152,69833,62681,Low
17,10,62,15445,89059,73614,Immediate
4,87,109,23812,74571,50759,Immediate
35,26,32,3909,97789,93880,High
65,3,11,20769,111125,90356,High
47,36,13,6784,97066,90282,High
65,46,91,3843,32798,28955,Medium
66,25,79,11602,66132,54530,Medium
34,12,118,12015,87294,75279,High
68,42,118,18568,80529,61961,Medium
82,83,59,9102,104361,95259,High
95,28,5,22455,104582,82127,Immediate
42,65,6,11404,72702,61298,Immediate
14,17,49,5222,69370,64148,Immediate
36,5,115,5601,35523,29922,High
15,75,88,16853,83772,66919,Immediate
41,63,50,10558,44438,33880,High
15,55,11,22848,72528,49680,Immediate
43,34,84,6847,18453,11606,High
36,100,84,9788,43543,33755,Immediate
20,83,5,21454,85398,63944,Immediate
70,64,25,20042,44123,24081,High
11,41,25,5427,80930,75503,Immediate
47,81,31,7924,101935,94011,High
8,20,54,12574,80570,67996,Immediate
51,27,101,14352,72653,58301,Medium
47,89,108,7455,77270,69815,Immediate
53,26,79,17940,36619,18679,Medium
17,23,61,19358,56618,37260,Immediate
56,43,47,21375,67070,45695,Medium
36,36,73,13156,53595,40439,High
75,26,47,12215,24165,11950,Low
76,14,54,4732,69813,65081,Low
61,24,12,9128,96192,87064,High
89,36,9,15484,51778,36294,High
45,70,41,24598,103441,78843,High
100,6,5,13163,46839,33676,Immediate
80,74,37,17139,101853,84714,High
0,0,78,14048,43952,29904,Immediate
7,40,47,6929,104900,97971,Immediate
92,3,42,15545,73922,58377,Low
93,46,20,23509,59190,35681,Medium
29,98,1,12529,24387,11858,Immediate
22,44,104,17640,86951,69311,Immediate
62,47,44,14826,97719,82893,Medium
78,40,80,15954,38721,22767,Medium
97,56,42,24259,55310,31051,Medium
63,3,98,5601,47264,41663,Medium
19,83,96,14795,25834,11039,Immediate
56,18,95,14276,97738,83462,Medium
19,75,49,4262,68943,64681,Immediate
34,40,10,23811,71688,47877,High
23,72,69,4461,34230,29769,Immediate
97,59,109,16896,98789,81893,Medium
39,54,47,19828,60109,40281,High
33,61,79,24676,123346,98670,High
4,50,97,20465,48477,28012,Immediate
2,22,10,12006,42350,30344,Immediate
47,26,36,16399,26930,10531,High
2,68,3,12127,41833,29706,Immediate
59,69,79,4733,72099,67366,High
59,29,39,12775,97739,84964,Medium
44,36,22,6123,62972,56849,High
13,17,114,12393,67834,55441,Immediate
83,73,69,13271,93650,80379,High
56,60,5,7948,99501,91553,Immediate
47,39,68,23451,90850,67399,High
3,16,52,5684,55533,49849,Immediate
32,85,18,24948,98460,73512,High
60,9,80,24150,97376,73226,Medium
31,23,59,19351,76315,56964,High
91,74,72,22136,91389,69253,High
1,20,113,22067,115989,93922,Immediate
41,93,117,23094,114861,91767,Immediate
24,52,9,11435,41823,30388,Immediate
60,58,32,14176,90081,75905,Medium
84,23,65,13355,112018,98663,Low
9,95,92,17897,74585,56688,Immediate
62,85,65,19738,37987,18249,High
75,45,89,22739,61530,38791,Medium
80,79,96,12018,95214,83196,High
3,40,113,3571,80448,76877,Immediate
10,19,90,23614,95627,72013,Immediate
6,63,58,5691,69138,63447,Immediate
13,85,23,21264,37187,15923,Immediate
89,23,82,24524,123674,99150,Low
46,68,15,13142,103273,90131,High
3,43,114,11274,37811,26537,Immediate
49,32,4,14960,97902,82942,Immediate
61,87,95,7257,91626,84369,Immediate
42,71,49,11724,78695,66971,High
35,0,42,16670,46686,30016,High
5,96,107,18116,50816,32700,Immediate
8,98,28,20825,114952,94127,Immediate
64,88,52,14593,68050,53457,Immediate
3,24,80,21494,107053,85559,Immediate
68,55,23,8506,87497,78991,Medium
64,50,25,17852,43403,25551,Medium
5,75,46,5948,78472,72524,Immediate
1,2,105,20030,85671,65641,Immediate
75,49,60,19364,44052,24688,Medium
61,53,117,5100,102660,97560,Medium
0,14,89,24611,94396,69785,Immediate
49,30,115,21907,44292,22385,High
15,78,105,12958,75479,62521,Immediate
25,29,2,4234,47185,42951,Immediate
23,66,40,9596,61894,52298,Immediate
95,60,52,11011,82173,71162,Medium
35,99,31,24626,69659,45033,Immediate
89,19,98,8024,62522,54498,Low
16,100,6,18862,40206,21344,Immediate
19,41,63,10934,26783,15849,Immediate
91,71,107,16446,73748,57302,High
28,66,16,20918,76017,55099,Immediate
76,30,67,13498,81443,67945,Low
65,97,102,18178,108918,90740,Immediate
6,26,7,16575,115192,98617,Immediate
92,84,26,11412,28666,17254,High
78,50,74,15527,102698,87171,Medium
29,100,91,23368,121626,98258,Immediate
71,42,101,10472,97275,86803,Medium
87,28,72,23641,73816,50175,Low
8,57,81,8815,31851,23036,Immediate
85,80,95,18211,107759,89548,High
72,78,63,20266,86310,66044,High
89,65,48,19092,108052,88960,High
69,32,38,21486,111796,90310,Medium
9,54,95,22580,73563,50983,Immediate
71,27,92,22819,35429,12610,Low
45,71,29,6730,96694,89964,High
78,94,5,23912,92371,68459,Immediate
54,45,15,7067,101258,94191,High
38,21,62,12412,98005,85593,High
30,36,23,17047,49278,32231,High
3,42,38,8621,31459,22838,Immediate
55,50,101,18715,83915,65200,Medium
19,51,34,20708,94807,74099,Immediate
3,12,59,9466,57790,48324,Immediate
16,70,45,9446,45251,35805,Immediate
95,25,31,6195,24033,17838,Medium
79,59,1,10341,102038,91697,Immediate
89,53,59,11797,75085,63288,Medium
50,4,88,3658,24575,20917,Medium
52,49,78,3859,74335,70476,Medium
88,69,92,21789,73141,51352,High
51,81,119,5901,21088,15187,High
32,99,118,9970,21412,11442,Immediate
12,78,61,14360,39683,25323,Immediate
47,97,38,4589,15661,11072,Immediate
80,21,96,21624,36791,15167,Low
91,65,25,23500,53440,29940,High
25,0,32,3173,42105,38932,Immediate
39,16,53,15508,60943,45435,High
82,28,115,23043,45885,22842,Low
94,14,34,8721,80030,71309,Medium
34,92,33,15515,99208,83693,Immediate
18,95,114,4024,81786,77762,Immediate
32,25,42,19693,31383,11690,High
50,27,84,4881,90155,85274,Medium
84,71,26,8753,22012,13259,High
45,11,107,3371,65943,62572,High
7,41,117,5149,47597,42448,Immediate
8,3,97,18670,74599,55929,Immediate
84,70,55,20720,33190,12470,High
27,25,101,19197,68130,48933,Immediate
72,44,15,4375,72888,68513,High
10,98,97,19771,71034,51263,Immediate
82,47,76,18655,69289,50634,Medium
99,47,41,12621,72139,59518,Medium
63,75,49,9773,58355,48582,High
91,14,4,6719,99117,92398,Immediate
59,89,3,13982,112892,98910,Immediate
83,16,96,6593,43296,36703,Low
25,21,15,13751,79810,66059,Immediate
59,75,39,7994,49157,41163,High
52,23,55,14971,66337,51366,Medium
58,56,87,11903,70456,58553,Medium
11,72,75,13476,50578,37102,Immediate
0,98,54,18146,106488,88342,Immediate
27,5,20,15119,86530,71411,Immediate
37,61,76,15034,97893,82859,High
11,79,44,6598,36427,29829,Immediate
54,94,117,5004,72685,67681,Immediate
47,5,64,8666,90811,82145,High
10,22,57,14845,109182,94337,Immediate
36,62,80,23444,85663,62219,High
41,27,16,10618,108275,97657,High
87,17,48,21672,67841,46169,Low
100,24,100,4518,78309,73791,Low
86,49,19,21377,94171,72794,High
40,4,6,3386,80175,76789,Immediate
74,60,112,22177,54880,32703,Medium
23,47,26,11368,88655,77287,Immediate
54,3,49,18969,98373,79404,Medium
25,82,85,4234,70680,66446,Immediate
60,39,102,5769,45094,39325,Medium
34,81,92,8208,59407,51199,High
2,86,50,12964,66623,53659,Immediate
95,53,92,9881,32361,22480,Medium
9,26,76,19876,40983,21107,Immediate
96,67,21,9800,67833,58033,High
77,9,20,15223,89961,74738,Medium
78,38,91,4853,68179,63326,Medium
82,89,12,7916,71452,63536,Immediate
68,72,104,18789,81183,62394,High
6,94,116,21236,105507,84271,Immediate
84,58,79,13269,102662,89393,Medium
8,59,76,9877,86844,76967,Immediate
54,28,54,10544,57685,47141,Medium
98,19,37,7402,96322,88920,Medium
85,49,80,8953,75334,66381,Medium
43,22,93,23474,81100,57626,High
53,54,61,9626,72029,62403,Medium
21,2,111,14261,100869,86608,Immediate
57,42,90,3993,93855,89862,Medium
92,52,110,24016,114193,90177,Medium
46,57,100,24057,82903,58846,High
12,41,15,21949,43766,21817,Immediate
89,34,109,12297,35174,22877,Low
17,42,20,6508,36584,30076,Immediate
47,26,88,18947,95776,76829,High
31,66,10,5889,91217,85328,High
49,48,32,24056,37153,13097,High
68,25,102,14741,81544,66803,Medium
35,23,42,18960,88615,69655,High
75,60,27,3507,76942,73435,Medium
62,31,60,9562,33529,23967,Medium
35,55,30,9687,49147,39460,High
55,39,93,16365,83098,66733,Medium
88,19,74,7318,92198,84880,Low
73,17,113,8859,77667,68808,Low
58,12,32,9141,31898,22757,Medium
69,32,65,15802,37454,21652,Medium
90,11,33,14752,42186,27434,Medium
12,74,75,24155,78547,54392,Immediate
57,63,50,13873,60403,46530,High
3,43,18,14281,54452,40171,Immediate
5,58,63,6321,105392,99071,Immediate
74,68,9,6990,104808,97818,High
60,78,89,3272,96140,92868,High
89,13,39,24046,82413,58367,Medium
8,62,27,12050,40214,28164,Immediate
79,59,86,7893,69259,61366,Medium
51,96,104,19953,58433,38480,Immediate
75,80,89,7025,58751,51726,High
41,27,83,6048,51129,45081,High
10,73,60,3029,32789,29760,Immediate
70,68,60,21203,60662,39459,High
95,58,12,14913,100087,85174,High
90,75,66,24725,117856,93131,High
40,68,37,12726,26003,13277,High
89,7,95,15344,34626,19282,Low
27,13,11,9044,25419,16375,Immediate
53,75,107,8497,104164,95667,High
18,6,17,22326,122229,99903,Immediate
50,86,76,13694,67046,53352,Immediate
77,57,95,13954,46940,32986,Medium
6,61,67,9722,24638,14916,Immediate
40,16,113,18787,35897,17110,High
74,63,110,8246,39622,31376,High
95,84,31,10720,71888,61168,High
75,27,49,5649,78340,72691,Low
54,7,32,22122,106195,84073,Medium
68,37,77,6858,84563,77705,Medium
44,69,16,5207,28803,23596,High
51,80,106,18215,63411,45196,High
68,95,29,7956,95245,87289,Immediate
2,50,68,20451,115949,95498,Immediate
21,41,75,18367,93353,74986,Immediate
43,52,86,14714,79652,64938,High
6,90,111,8578,60266,51688,Immediate
38,50,80,9420,38965,29545,High
90,56,51,6700,36940,30240,Medium
30,13,87,4921,84514,79593,High
25,21,106,5331,54120,48789,Immediate
18,55,21,22369,63364,40995,Immediate
94,90,79,18230,44478,26248,Immediate
30,8,50,17160,93674,76514,High
31,73,40,14972,97368,82396,High
26,1,1,17087,42410,25323,Immediate
68,65,118,5163,16303,11140,High
80,47,33,23952,101476,77524,Medium
91,50,64,9993,79250,69257,Medium
22,51,99,20489,57667,37178,Immediate
73,9,100,21632,106745,85113,Low
76,86,1,24391,43625,19234,Immediate
75,4,55,20542,31899,11357,Low
32,5,82,22589,38954,16365,High
11,98,75,6203,37961,31758,Immediate
52,92,14,6230,77598,71368,Immediate
6,60,15,7713,74509,66796,Immediate
59,55,88,19782,97706,77924,Medium
87,6,24,7664,69183,61519,Medium
24,71,34,7578,81631,74053,Immediate
85,33,28,9906,45869,35963,Medium
36,29,114,11088,105810,94722,High
59,1,28,23325,99396,76071,Medium
98,71,100,11849,106140,94291,High
7,89,56,13790,80065,66275,Immediate
17,96,59,9801,90554,80753,Immediate
82,41,53,13516,37271,23755,Medium
13,32,4,6201,102512,96311,Immediate
49,94,63,11301,83602,72301,Immediate
63,49,10,12878,98213,85335,High
9,24,33,13768,110063,96295,Immediate
48,29,65,22837,43157,20320,High
27,12,57,3443,35139,31696,Immediate
83,6,60,15244,41141,25897,Low
70,37,54,16868,109275,92407,Medium
57,40,45,4242,79469,75227,Medium
57,78,84,3237,78642,75405,High
89,16,74,20724,70267,49543,Low
10,16,75,7611,92195,84584,Immediate
99,52,47,20118,111571,91453,Medium
28,30,73,17895,87417,69522,Immediate
3,18,41,3661,26319,22658,Immediate
71,24,4,14244,98280,84036,Immediate
50,77,5,22761,74035,51274,Immediate
92,20,79,21070,78304,57234,Low
96,49,54,15175,86876,71701,Medium
40,53,10,6189,81059,74870,High
45,77,12,11421,27721,16300,High
77,71,49,18079,117846,99767,High
80,42,103,19011,52258,33247,Medium
12,60,47,13642,47044,33402,Immediate
71,39,12,20058,42685,22627,High
91,65,27,22714,71518,48804,High
51,6,51,9956,55572,45616,Medium
35,16,6,15915,41323,25408,Immediate
60,57,112,14851,83998,69147,Medium
17,61,112,4029,21541,17512,Immediate
47,87,106,16066,38886,22820,Immediate
23,54,49,4771,54566,49795,Immediate
83,8,95,12179,43800,31621,Low
37,4,101,24921,63794,38873,High
95,100,63,7276,27551,20275,Immediate
35,12,20,15082,112351,97269,High
82,85,16,13398,45582,32184,High
46,23,110,22407,64755,42348,High
88,88,40,8676,77757,69081,Immediate
0,26,22,10195,100832,90637,Immediate
47,34,3,5859,104427,98568,Immediate
4,73,7,12693,108157,95464,Immediate
41,97,111,10736,104788,94052,Immediate
28,80,63,8027,57874,49847,Immediate
20,97,53,15943,71490,55547,Immediate
8,2,23,14301,93070,78769,Immediate
93,25,32,10725,93530,82805,Medium
54,8,103,8426,54322,45896,Medium
79,44,38,8259,61383,53124,Medium
9,79,65,21699,105862,84163,Immediate
50,85,64,8724,83905,75181,High
91,84,82,20128,69063,48935,High
25,35,107,16111,103410,87299,Immediate
31,1,73,18856,83620,64764,High
82,54,102,7363,54943,47580,Medium
62,34,112,19500,57733,38233,Medium
21,9,50,5028,101699,96671,Immediate
35,60,75,10184,59107,48923,High
2,72,83,10826,52171,41345,Immediate
83,74,88,19896,105212,85316,High
43,9,75,6079,83807,77728,High
69,6,63,20828,82095,61267,Medium
63,6,16,19344,83373,64029,High
35,72,11,23863,49607,25744,High
8,24,104,13809,42264,28455,Immediate
71,92,71,22582,103411,80829,Immediate
17,66,63,17163,108729,91566,Immediate
89,37,111,8930,23249,14319,Medium
71,4,80,17874,59808,41934,Low
64,62,5,12538,100413,87875,Immediate
80,96,83,15620,103917,88297,Immediate
40,30,35,16007,59599,43592,High
23,52,30,7474,18237,10763,Immediate
80,76,102,21680,32852,11172,High
29,100,101,5990,80819,74829,Immediate
30,3,10,11925,65933,54008,High
6,14,19,15873,48235,32362,Immediate
2,98,52,12595,95508,82913,Immediate
87,12,44,11656,84450,72794,Low
16,51,49,9994,104032,94038,Immediate
18,33,93,12885,48995,36110,Immediate
28,47,8,17915,57918,40003,Immediate
74,81,85,15271,101107,85836,High
39,95,17,17561,113079,95518,Immediate
83,10,83,7959,86380,78421,Low
81,47,13,14894,63959,49065,High
7,25,113,12613,99658,87045,Immediate
40,5,16,20634,78212,57578,High
99,11,1,5039,55056,50017,Immediate
48,15,99,24128,76042,51914,High
38,37,107,7951,47208,39257,High
95,58,3,8400,22196,13796,Immediate
65,83,23,14131,81025,66894,High
57,96,50,19775,72646,52871,Immediate
50,100,42,10133,87523,77390,Immediate
30,58,82,11793,60024,48231,High
50,56,5,7596,57071,49475,Immediate
87,64,12,8014,66261,58247,High
51,88,63,3075,30101,27026,Immediate
23,89,79,10006,71696,61690,Immediate
41,20,85,6412,106221,99809,High
73,69,57,17108,44672,27564,High
92,45,110,10688,109295,98607,Medium
12,52,75,13549,42360,28811,Immediate
28,50,76,24680,76502,51822,Immediate
40,85,90,10146,87508,77362,High
3,44,49,20353,88964,68611,Immediate
17,45,112,20849,102799,81950,Immediate
57,22,23,6993,83789,76796,Medium
33,40,77,18672,54552,35880,High
53,43,97,18067,115247,97180,Medium
53,26,8,11675,37536,25861,High
42,69,77,18187,60113,41926,High
63,4,59,8356,51108,42752,Medium
18,64,68,18681,63732,45051,Immediate
25,32,108,19805,75616,55811,Immediate
4,8,13,22367,111262,88895,Immediate
45,63,64,21972,111489,89517,High
73,18,48,4800,92112,87312,Low
89,77,39,4756,53210,48454,High
51,70,64,22479,59385,36906,High
65,65,119,17584,93181,75597,High
15,11,40,6007,90301,84294,Immediate
78,88,4,13713,47517,33804,Immediate
22,100,49,3361,61873,58512,Immediate
64,38,3,6311,100079,93768,Immediate
58,78,119,12364,41363,28999,High
51,7,25,15447,101086,85639,Medium
69,39,84,10068,39208,29140,Medium
34,82,103,22616,54986,32370,High
45,71,102,3670,82480,78810,High
67,39,69,12257,28614,16357,Medium
43,16,20,7074,74533,67459,High
75,52,44,19272,47691,28419,Medium
26,22,118,12273,98757,86484,Immediate
55,91,101,4964,53776,48812,Immediate
13,7,46,14333,36499,22166,Immediate
25,41,30,20104,77469,57365,Immediate
66,82,83,14189,76628,62439,High
91,34,35,21436,58929,37493,Medium
5,92,23,23794,53439,29645,Immediate
100,31,1,21864,80217,58353,Immediate
27,70,37,8227,30021,21794,Immediate
50,83,117,21280,115436,94156,High
52,71,115,21438,116896,95458,High
91,75,90,22011,88849,66838,High
53,90,67,9283,81036,71753,Immediate
82,51,81,16111,82177,66066,Medium
12,95,63,13610,39852,26242,Immediate
71,51,80,14359,95275,80916,Medium
99,58,25,15623,72558,56935,Medium
13,76,87,3563,29141,25578,Immediate
71,55,82,20700,33457,12757,Medium
5,24,20,18126,50198,32072,Immediate
52,58,118,21768,72951,51183,Medium
60,54,80,16587,104669,88082,Medium
64,36,35,15791,39738,23947,Medium
15,3,3,3619,74718,71099,Immediate
62,97,42,22041,74681,52640,Immediate
23,36,2,10799,35916,25117,Immediate
9,14,37,4716,23161,18445,Immediate
55,12,35,11164,57333,46169,Medium
92,33,24,5228,103830,98602,Medium
72,72,74,12870,73048,60178,High
27,8,39,7637,76573,68936,Immediate
22,29,64,5467,27800,22333,Immediate
100,79,92,9547,37416,27869,High
55,92,110,11658,75095,63437,Immediate
64,28,93,5130,74564,69434,Medium
73,35,119,15469,55309,39840,Low
31,15,51,8491,106997,98506,High
22,15,32,23033,40048,17015,Immediate
69,73,98,3419,95600,92181,High
44,32,5,17647,56858,39211,Immediate
6,58,19,18165,93750,75585,Immediate
89,52,102,20957,72639,51682,Medium
26,36,7,11400,71440,60040,Immediate
28,50,108,10659,47235,36576,Immediate
14,15,97,19288,91988,72700,Immediate
91,19,113,14292,29427,15135,Low
